id,sentence,dialect
1474,"હું ગુજરાત, વિસનગરથી છું. ❤❤❤❤❤",surti
1475,આ ભાષા મહેસાણા ની નથી..આ કોઈ સમાજ ની ભાષા માં વાત કરે છે,charotari
1476,મને મઝા પડી.. ધન્યવાદ ભાઈ શ્રી,charotari
1477,"ધંધુકા પોલીસ સ્ટેશન વિસ્તારમાં આવેલા ધોળી ગામની સીમમાં, અડવાળ જવાના માર્ગ પર જાહેરમાં જુગાર રમતા પાંચ આરોપીઓને પોલીસે ઝડપી પાડ્યા છે",standard_gujarati
1478,બીજીબાજુ રાજકીય મોરચા પણ ખુલી ગયા હતાં,kathiawari
1479,મોરારી બાપુ ના બાજુ માં બેસી ને રામાયણ ની મજાક ઉડાવે છે આ માણસ સસ્તી કૉમેડી કરે છે આને લોકસાહિત્યકાર કોણે બનાવ્યો,charotari
1480,"રાજકોટમાં આઇ હબ સેન્ટર બનશે ફૂલછાબ ન્યૂઝ) ઃ રાજ્યના
અંદાજપત્રમાં સૌરાષ્ટ્ર કચ્છ માટે અનેક જોગવાઇઓ થઇ છે",kathiawari
1481,"કોલકત્તાના હાવડાથી ટ્રેન મારફતે તેઓ સુરત
અને ત્યારબાદ રાજકોટ પહોંચી હતી",kathiawari
1482,ગ્રામજનોની હાજરીમાં ઘટનાનું નિરીક્ષણ કર્યું આ ઘટનાની જાણ થતા જ લિહોડા ગ્રામ પંચાયતના તલાટી પ્રતીક્ષાબેન રાઠોડ તાત્કાલિક સ્થળ પર પહોંચ્યા હતાં,standard_gujarati
1483,જે બાદ તે રોડ ક્રોસ કરતા હતા ત્યારે એક અલ્ટો કારના ચાલકે ટક્કર મારી હોવાનું સામે આ્યુ હતું,standard_gujarati
1484,"18 : મહાશિવરાત્રી મેળામાં મૃગીકુંડમાં સાધુ-સાધ્વીઓના વેશમા સાધુઓ સાથે શાહી સ્નાન
કરનાર કીર્તિ પટેલ સહિતનાઓ સામે ધાર્મિક લાગણી દુભાવી હોવાની મહામંડલેશ્વરએ પોલીસમાં
ફરિયાદ નોંધાવી છે",kathiawari
1485,કોર્પોરેશન હસ્તક આ સત્તા આવે છે,standard_gujarati
1486,કોન કોન રીલ જોઈને આવ્યાં 😅😅😅😂,surti
1487,બહુ મજાનો ગુજરાતી કલાકાર,surti
1488,હજૂ વધારે મેહનત કરવાની જરૂર છે,charotari
1489,લઘુતમ તાપમાનની અંદર પણ કોઈપણ પ્રકારનો મોટો બદલાવ થવાની પણ શક્યતા નથી,standard_gujarati
1490,ભાઈ આવાજ વીડિયો બામાઓ,surti
1491,પરંતુ જ્યારે તમે વેન્ડર્સને રિલોકેટ કરશો ત્યારે જ આ રિટનો નિકાલ કરવામાં આવશે,standard_gujarati
1492,મારી માં પણ અગિયારસ જોડ કરે છે એટલે પોયરો એને કોઈ ની ગાઠે. સરખી રાશિ વાળા ભાઈ એટલે ની જ ગાઠે. ❤️😍 Love fron Mandvi. ❤️ Love from to chinu ben (mom) krunal (son),surti
1493,ભાઈ ના આવડે તો સ્ટેજ ઉપરથી નીચે ઉતરી ને જતા રહો,charotari
1494,એક ઉંમરલાયક વ્યક્તિને આપ આ રીતે હેરાન શા માટે કરો છો,charotari
1495,હું આ એકજ ગીત સાંભળું સુ,charotari
1496,જ્ઞાન સાથે ગમ્મત મોજ આવી ગઇ હો બાકી.. 👌👌👌🤝👍👍👍,surti
1497,"તથા ભૂતકાળમાં આવી પ્રવૃત્તિઓ
કરી છે કે કેમ",kathiawari
1498,જય ભીમ જય સંવિધાન,surti
1499,Manikaka ને વંદન એકલા જ વિરોધ કર્યો આવા નિંદનીય ગીતો નો👏👏,surti
1500,"4 ઓવરમાં 4 વિકેટ ગુમાવી હાંસલ
કરી લીધું હતું",kathiawari
1501,હુ મહારાષ્ટ્રા થી છૂ પણ મને ગુજરાતી ગમેછે ❤😊,charotari
1502,"કમિશનર
ગુપ્તાના સમયમાં સ્મશાન બાજુમાં આવેલા એકતા કોલોની વિસ્તારને નદી બાજુ લઈને શાળા નં",kathiawari
1503,હા સૂરત વાળા હા ભાઈ હા 😄😁👆🌸🌼💐🌹,surti
1504,સાંસ્કૃતિક કાર્યક્રમ પણ યોજી શકાશે,standard_gujarati
1505,"ભારત માટે સારી વાત
એ છે કે ઇશાન કિશન આતશી બેટિંગ કરી રહ્યો છે",kathiawari
1506,જેના કારણે ઠંડીમાં વધારો જોવા મળી રહ્યો છે,standard_gujarati
1507,પ્રદૂષિત પાણી તળાવમાં ન છોડવામાં આવે તેની માગ ગ્રામજનોની માંગ છે કે કોલ્ડ સ્ટોરેજ સંચાલકો તાત્કાલિક ધોરણે તળાવની સફાઈ કરાવે અને ભવિષ્યમાં ફરી ક્યારેય આવું પ્રદૂષિત પાણી તળાવમાં ન છોડવામાં આવે તેની ખાતરી આપે,standard_gujarati
1508,"31 (ફૂલછાબ ન્યૂઝ) : ભગવદ્ ગીતામાં ભગવાન કહે છે પત્રં, પુષ્પં, ફલં તોયં યો મે
ભક્તયા પ્રયચ્છતિ",kathiawari
1509,સારું છે મુસ્લિમ મોલાના એ આ રીતે પ્રવચન નથી કર્યો,charotari
1510,ખબર છે કે ગુજરાતીમાં ચમ્પુ શબ્દ ક્યાંથી આવ્યો છે? સંસ્કૃતમાં રૅપને ચમ્પૂ કહે છે!!!,surti
1511,ગજબ નું ટાઈમિંગ,charotari
1512,આ સવાલ એટલા માટે કારણ કે ધોળકાથી અમદાવાદના રૂટ પર એસટી બસોની હાલત અત્યંત ગંભીર છે,standard_gujarati
1513,"મને મજા પડી, અમિત ભાઇ તમારા દરેક વિડીયો હું છેક સુધી જોવુ છુ, આખા દિવસનો થાક રાત્રે તમારા જોક્શ સાંભળી ભુલાય જાય.",charotari
1514,એક દમ સાચી વાત કરી👌👌👌👌,charotari
1515,Tarak mehta સિરીયલ મા મારે જેતલી ભરાસ કારવાની હતી તે આ લોકો એ પુરી કરી નાખી thenk you so much,surti
1516,"તે સમયે કોર્પોરેટરોએ
વૈકલ્પિક જગ્યા ન મળે ત્યાં સુધી ન પાડવાની માગ સાથે ઉપવાસ આંદોનલ શરૂ કરતા ડિમોલિશન
અટકી ગયું હતું",kathiawari
1517,કરન ગિરીશભાઈ પટેલ (આપણો કાંઠાનો કોળી પટેલ ),surti
1518,આપણે બે ભાઈ ગુજરાતી છીએ મહુવા ભાડલી❤❤❤❤,surti
1519,વિજયભાઈ ઝાલાએ સામાજિક સમરસતા અને પર્યાવરણ સંરક્ષણ અંગે મહત્વપૂર્ણ સંદેશ આપીને નાત-જાત અને ભાષાના ભેદ દૂર કરી સૌને રાષ્ટ્ર કાર્યમાં જોડાવાનું આહ્વાન કર્યું,standard_gujarati
1520,"આ ફિલ્મના પ્રમોશન વખતે સિદ્ધાંત ચતુર્વેદીએ જણાવ્યું કે તેનું સપનું ચેમ્પિયન
ક્રિકેટર યુવરાજ સિંઘની બાયોપિકમાં કામ કરવાનું છે",kathiawari
1521,સાસુ માં  ને  સાસરા એ  બહુ   ફેરવીને હે😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,surti
1522,"તેમણે પોતાના મિત્ર જીતુભાઈ શાહની મદદથી આંબાવાડીની એક સ્ટોક બ્રોકર કંપનીના મનન પંચાલનો સંપર્ક કર્યો હતો, કારણ કે તે મકાન વેચવાનું હતું",standard_gujarati
1523,જબરજસ્ત જોક્સ છે,surti
1524,ઘણી વખત નદીમાં વહાવવામાં આવે છે,kathiawari
1525,"50 લાખની છેતરપીંડી
કર્યાની ફરિયાદ એ -ડિવિઝન પોલીસ મથકમાં નોંધાઇ છે",kathiawari
1526,મને લાગતું જ હતું કે તું ગુજરાતી હસે lol,charotari
1527,મને બહુજ મજા આવી.,charotari
1528,"ચૌધરી,ગામીત,વસાવા,ભીલ,કુંકણા",charotari
1529,બેલેટ પેપરને સુરક્ષિત રીતે રાખવાના રહેશે,standard_gujarati
1530,અગાઉ ગેરરીતિ છુપાવવા સ્કૂલો સીડી કરપ્ટ હોવાનું બહાનું કાઢીને તપાસ રોકતી હતી,standard_gujarati
1531,તમારો સ્વભાવ એવો લાગે છે નહીતો હાસ્યમાં તમને insaltig ના લાગત,charotari
1532,સાધુ પ્રેમવત્સલદાસજી કુમકુમે જણાવ્યું છે કે જીવનમાં સફળતા પ્રાપ્ત કરવા માટે ઉત્સાહ અત્યંત જરૂરી છે,standard_gujarati
1533,ભારતીય ક્રિકેટ કંટ્રોલ બોર્ડ ભારતમાં ઓર્ગેનાઈઝ ક્રિકેટ ઉપર સંપૂર્ણ પ્રભુત્વ ધરાવે છે,standard_gujarati
1534,જંગલ ના રખવલા મારા આદિવાસી ભાઈ🤗🤗🤗🤗,surti
1535,"મોડ એ કીર્તિ પટેલને બહાર કાઢી હતી, ત્યારે આ કીર્તિ
પટેલે પીઆઇ મોડ સામે તોછડાઈ પૂર્વક વર્તન કરી જાનથી મારી નાખવાની ધમકી આપી હતી",kathiawari
1536,"આને કેવાય કે, હાડિયા નું હસવું થાય ને દેડકા નો જીવ જાય🤣🤣🤣🤣👌👌👌👌",surti
1537,વાહ કાશી પછી જુનું શહેર અમારું ભરૂચ❤,surti
1538,ફ્લાઈટ રદ અને ડીલે ના કારણે મુસાફરો એરપોર્ટ પર લાંબા સમય સુધી અટવાઈ રહ્યા હતા અને અનેક એરલાઇન્સના ડીલે થવાને કારણે મુસાફરો પણ રોષે ભરાયા હતા,standard_gujarati
1539,મજા તો પડી પણ પાટણ રાણકીવાવ વિશે કંઇક બોલો ભાઈ તમારા જોક્સ રોજ સાભરું છું ખુબ મજા આવે છે,charotari
1540,ગુજરાતીઓની વાત ના થાય વાલા ❤ હો હા મોજ હા,surti
1541,"કાકા ખૂબ જ રસપ્રદ કોમેડિયન છે. ખૂબ સરસ, સાંભળવા લાયક.",surti
1542,"ત્યારે પત્ની ઇલાબેન રમેશભાઈ
વંશ ઉંમર વર્ષ કપડાં ધોવા તથા નાહવા
નજીક આવેલા મહાદેવના મંદિર પાછળ કુંડમાં જવા નીકળ્યા હતા અને પ્રાથમિક શાળામાં અભ્યાસ
કરતી બંને દીકરીઓને શિક્ષકો પાસેથી રજા લઈને રીતિકાબેન રમેશભાઈ વંશ (ઉં",kathiawari
1543,આ સોંગ આખી દુનિયામાં હાહાકાર મચાવશે 🔥❤💯,surti
1544,ભાઇ તમારી ચેનલ મોનીતાયઝેસં ઓન થય છે??,surti
1545,માયા ભાઈ આ દીલ ની વાત.....ખોપડી માં કાણાં.....એને ના સમજાય જય શ્રી દ્વારકાધીશ,charotari
1546,મનોરંજન એની જગ્યાએ બરાબર છે ભાઈ પણ આવા વિડિઓ ના મુકો તો સારું...,charotari
1547,"તેમાંથી અગરબત્તી બનાવી
મહિલાઓને રોજગારી આપવાનો અમારો અભિગમ છે",kathiawari
1548,"ઁ      ગીરનાર ખાતે યોજાતા
મહાશિવરાત્રીના મેળામાં અને નર્મદાની પરિક્રમા માટે આવતા શ્રદ્ધાળુઓની સુવિધા માટે
રૂ",kathiawari
1549,4 (ફૂલછાબ ન્યૂઝ): સપ્તસંગીતિની ત્રીજી રાત્રી એ આફતાબ-એ-સિતાર કહેવાતા ઉ,kathiawari
1550,Aa તો ખોટો કલાકાર છે રામ ભગવાન અને રાવણ ની મજાક ઉડાડે છે રાવણ જેવી તપસ્યા કરો ખબર પડે તમને તો પૈસા મળે છે,charotari
1551,"પ્રતિકા હવે ઇજામાંથી સંપૂર્ણ
બહાર આવી ચૂકી છે",kathiawari
1552,ગાંધીનગર સ્થિત ગિફ્ટ સિટીની અંદર પણ મેટ્રો રૂટનાં કામને પ્રાથમિકતા અપાશે,standard_gujarati
1553,આ લોકો બીજાની મજાક ઉડાવી ને હાસ્ય બનાવે છે અને મૂર્ખા લોકો દાંત કાઢે છે,charotari
1554,ભાઈ પણ આટલો ગુસ્સો કેમ tmkocm માટે?,surti
1555,દરેક બાર એસોસિએશનને પોતાની સત્તાવાર વેબસાઇટ મળશે અને સિનિયર વકીલો દ્વારા માર્ગદર્શન માટે ખાસ ઈ-વીડિયો ચેનલ પણ શરૂ કરવામાં આવશે,standard_gujarati
1556,બાપા બાપા હદ બહાર નું હસુ આવે એવુ 😂😂😂😂😂😂,surti
1557,તમિલનાડુ કોન્સ્ટેબલ અને શ્રીમતી નિવેથા પેથાજને અન્ય ડીએમકે ઉપ પત્નીના કપડાં અને ગંદા વાસણો સાફ કરવાની ફરજ પાડવામાં આવે છે,standard_gujarati
1558,હાઇકોર્ટમાં સીધી અરજી ટકવાપાત્ર નથી બરોડા ક્રિકેટ એસોસિયેશન વતી રજૂઆત કરવામાં આવી હતી કે સુપ્રીમ કોર્ટના નિર્દેશ અનુસાર મેમોરેન્ડમ ઓફ એસોસિએશનને સુધારવામાં આવ્યું છે,standard_gujarati
1559,હાસ્ય સાથે જીવનની કેડી પર કેમ હાલવુ એનાં પથદર્શક છે... ધીરૂભાઇ 🙏,surti
1560,નવસાદ ભાઈ આવા અમે સુરતી લાલા કેવી રીતે લખાય તેં એપ નું નામ,surti
1561,"જાતીય અપરાધોમાં માત્ર માત્ર કાનૂની વ્યાખ્યાઓ પર આધારિત નિર્ણય
થઈ શકતા નથી",kathiawari
1562,મુસાફરોને એરપોર્ટ જતાં પહેલા તેમની ફ્લાઇટની સ્થિતિ તપાસવાની સલાહ આપવામાં આવી છે,standard_gujarati
1563,જોકે આ ઇમેલ ખોટો હોવાનો સાબિત થયો હતો,standard_gujarati
1564,માયાભાઈ તમે મહેસાણા ની ભાષા અને રામાયણ બંનેનું અપમાન કરી રહ્યા છો તમે એક સારા કલાકાર છો આવું વર્તન તમારાથી ન થાય,charotari
1565,🙏 હારા દિકરા હારી માં હોય તો મળે 🙏,charotari
1566,"ઇરાનની અર્ધ-સરકારી
ફાર્સ ન્યૂઝ એજન્સીએ એક અહેવાલમાં જણાવ્યું છે કે ઇરાન અને રશિયા ઓમાન સાગર અને ઉત્તર
હિંદ મહાસાગરમાં ગુરુવારે નૌસેના અભ્યાસ કરશે",kathiawari
1567,"મોડએ ભવનાથ પોલીસમાં કીર્તિ પટેલ સામે
ફરિયાદ નોંધાવતા પોલીસે ગુનો નોંધી તપાસ હાથ ધરી છે",kathiawari
1568,જય જોહાર જય આદિવાસી 🏹,surti
1569,"મહેસાણા આવી જ છે, મૂર્ખ માયાભાઈ આહિર નહીં,મૂર્ખ તો તુ છે! 😆😆😆😂",charotari
1570,અમદાવાદમાં થલતેજથી ગોધાવી સુધીના નવા રૂટ પર સરવે સહિતની પ્રાથમિક કામગીરી શરૂ કરાશે,standard_gujarati
1571,વાહ નેમાજી તમારો પાડો,charotari
1572,આ લોડો અને હિતેશ અંટલા બાયું ને વધારે ફોહલાવે 😂😂,charotari
1573,નવા કરવેરાનું ભારણ નાખ્યા વગરનું વિકાસ યાત્રાને આગળ ધપાવનારું બજેટ: CM મુખ્યમંત્રી ભૂપેન્દ્ર પટેલે રાજ્યના બજેટ અંગે જણાવ્યું હતું કે વડાપ્રધાનના નેતૃત્વમાં રિફોર્મ એક્સપ્રેસ પર સવાર ત્રણ કર્તવ્ય આધારિત બજેટ તાજેતરમાં કેન્દ્ર સરકારે રજૂ કર્યું હતું,standard_gujarati
1574,"મૂળ પંચમહાલ જિલ્લાના ગોધરા તાલુકાના સોબા સેગવા ગામના વતની
અને અહીં મજૂરી કામ કરતા 45 વર્ષીય ભારતાસિંહ રણછોડભાઈ પટેલીયાનું બીજા માળની છત પરથી
નીચે પટકાવવાને કારણે મૃત્યુ નિપજ્યું હતું",kathiawari
1575,અમારી ભાષા માં હારી જ કેવાય કુક્કડા​ @RasikKukadiya,charotari
1576,હૂ કે ક્યાંથી સુરત થી હા સૂરત થી ❤❤જાય આદીવાસી 💪💪🔥🔥,surti
1577,"સરકારી કચેરીઓ અને સ્કૂલોને આ પ્રકાર ધમકીઓ મળવા અંગે દિવ્ય ભાસ્કર સાયબર એક્સપર્ટ મયૂર ભુસાવળકર સાથે વાત કરી હતી, જેમાં તેમણે બે હેતુ અંગે જણાવ્યું હતું",standard_gujarati
1578,"જેમાં આ સળંગ ધારથી 50 ફૂટ મૂકીને બાકીનાં મકાન સૂચિત
સોસાયટી, આવાસના ક્વાર્ટર, મફતીયું બાદ કરીને રસ્તો કાઢવા તત્કાલિન કમિશનર જગદીશને
સૂચવ્યું હતું",kathiawari
1579,"તે દરમિયાન અચાનક તેમનો પગ લપસી ગયો હતો અને
તેઓ સીધા છત પરથી જમીન પર પટકાયા હતા",kathiawari
1580,આવજો તો ક્યારેક સુરત,surti
1581,ધીરુભાઈ ની tlpadi વાણી અને રજૂ કરવાની ઢબ કાબિલે દાદ.,surti
1582,"વાહ અમિતભાઈ દિલ ખુશ થઈ ગયું.... બધા અવાજો બેસ્ટ હતા.... તમે ખુબ આગળ વધો , અને બધાને ખુબ મોજ કરાવતા રહો ....",charotari
1583,😅😅હા મારું ગુજરાત હા,surti
1584,"છ પ્રદેશોનો સંતુલિત
વિકાસ કરવા માટે જંગી રકમ ફાળવવામાં આવી છે",kathiawari
1585,આ પ્રસંગે ઉપસ્થિત સૌએ પર્યાવરણ સંરક્ષણ માટે વધુ વૃક્ષારોપણ અને વૃક્ષ સંવર્ધનનો સંકલ્પ લીધો,standard_gujarati
1586,વાહ દિનકરભાઈ વાહ તમારા જોક્સ સાંભળીને ખૂબ હસીએ છીએ ખરેખર ખૂબ મજા આવે છે અફસોસ એટલો છે કે અમદાવાદમાં હતા ત્યારે અમે કાર્યક્રમ જોઈ ના શક્યા હવે અમદાવાદ પ્રોગ્રામ કરો તો અમને જરૂર જણાવજો વિડીયો અપલોડ કરતા ને અમારા ધન્યવાદ જય હિન્દ વંદે માતરમ્ કોબા ગાંધીનગર થી ગાભાજી ઠાકોર ક્ષત્રિય,surti
1587,ત્યારે આ ઝેરી પાણીના કારણે તળાવમાં રહેલી હજારો માછલીઓ શ્વાસ રુંધાવાને કારણે મરી ગઈ છે,standard_gujarati
1588,સુપર હિટ કૉમેડી ફિલ્મ 👌🙏😀😆😆😀😀❤,surti
1589,ધીરુ ભાઈ ટ્રેડિંગ માં સે 33 મો વીડિયો સે હા મોજ હા,surti
1590,"ઉસ્તાદ
શુજાત ખાને પ્રથમ રાગ ઝિંઝોટી પ્રસ્તુત કર્યો હતો",kathiawari
1591,મોખવારિવેશેબોલોસાહેબ,surti
1592,મહિલાએ આ પગલાને ગેરકાયદે ગણાવી પોલીસમાં અરજી કરી હતી,standard_gujarati
1593,"ભારત
વિરોધી તાકાતો સાથે જોડાયેલા કોંગ્રેસ નેતા નકસલવાદીઓ, ઉગ્રવાદીઓ અને જોર્જ સોરોસ જેવા
નેતાઓને મળે છે, તેવું તેમણે ઉમેર્યું હતું",kathiawari
1594,"તેમણે પોતાની સફર, ક્લિનિકલ વેલિડેશન અને રેગ્યુલેટરી પ્રક્રિયાઓ વિશે વિગતવાર સમજ આપી હતી",standard_gujarati
1595,ગુજરાતી હોવા ના નામે પ્યોર સંડાસ દેખાડો છો,surti
1596,તંત્ર માત્ર જોયા કરે છે કે કોઈ એક્શન લેશે,standard_gujarati
1597,દિના બેન સૌથી વધુ મને તમે બધા સાથે મળીને બેઠા છો એ ગમ્યો ❤,surti
1598,બાળલગ્નના કારણે દીકરીઓના શારીરિક અને માનસિક સ્વાસ્થ્ય પર પડતી નકારાત્મક અસરો વિશે પણ ચર્ચા કરાઈ હતી,standard_gujarati
1599,એટલે તમે પેપર જ એડવાન્સ આપી દેશો,standard_gujarati
1600,આ પહેલનો ઉદ્દેશ્ય પર્યાવરણીય સંરક્ષણ માટે જાગૃતિ લાવવાનો હતો,standard_gujarati
1601,Thank you ભાઈ મે SAB ચેનલ ચાલુ કરવાનો હતો...અખો ખુલી ગઈ 😜😜😜...,surti
1602,જાડેજા અને તેમની ટીમે આ સફળતા મેળવી,standard_gujarati
1603,સતત જે સ્કૂલને ધમકી મળતી હોય ત્યાં વધુ ફોકસ કરાશે સતત જે સ્કૂલને ધમકી મળતી હોય ત્યાં વધુ ફોકસ કરાશે,standard_gujarati
1604,સુપર હીટ વીડીઓ જોરદાર,surti
1605,ભાઈ આ લોકો ની દારૂ પાટી પર એક નજર કરજો ભાઈ 🆕 પાર્થ 2,surti
1606,"કરોડ જેટલી
મોટી આર્થિક રાહત મળશે",kathiawari
1607,હું પણ ખોડા ભાઈ,surti
1608,વન વિભાગ હાલ દીપડાના મૃત્યુ કયા સંજોગોમાં થયું તે અંગેની વધુ તપાસ કરી રહ્યું છે,standard_gujarati
1609,સંજયકુમાર સામજીભાઇને બાતમી મળી હતી,standard_gujarati
1610,"શ્રમિકનું
મૃત્યુ: : ધ્રોલમાં પંચવટી સોસાયટી વિસ્તારમાં આવેલાં આશાપુરા મંડપ સર્વિસના ગોડાઉનમાં
એક અકસ્માત સર્જાયો હતો",kathiawari
1611,આપણા હિન્દુ ધર્મ ગ્રંથ પર આવી મજાક કોમેડી કરવાની બંધ કરો... સાચા મર્દના દીકરા હોય તો બીજા કોઈ ધર્મ ગ્રંથ પર આવી મજાક કે કોમેડી કરજો .... ચ્ઠીનું ધાવણ યાદ આવી જશે.... જય શ્રી કૃષ્ણ 😢😢😢😢😢😢😢😢,charotari
1612,આ સાબરકાંઠા જિલ્લાની ભાષા છે મહેસાણા ની નથી,charotari
1613,પંજાબી સબજી અલગ અલગ કરીને આપે,surti
1614,લહેરી ભગત નો આ કૉમેડી પ્રોગ્રામ કેવો લાગ્યો પ્લીસ કોમેન્ટ અને શેર લાઈક કરવા વિનંતી,charotari
1615,મારા અતિપ્રિય હાસ્ય કલાકાર.🙏🙏,surti
1616,તેમની મુલાકાતનો મુખ્ય હેતુ શાળાની શૈક્ષણિક પ્રવૃત્તિઓ અને વાતાવરણનું નિરીક્ષણ કરવાનો હતો,standard_gujarati
1617,"જોકે, ચૂંટણી ઓફિસર દ્વારા અરજદારે રજૂ કરેલા વાંધા ઉપર કોઈ નિર્ણય લેવાયો નહોતો અને વળી ઉમેદવારોની ફાઈનલ યાદી જાહેર કરાઈ છે",standard_gujarati
1618,"મહિલા
પીઆઇએ ભવનાથ મંદિરમાં નોંધાવી ફરિયાદ જૂનાગઢ,
તા",kathiawari
1619,જ્યાં બેસેલા એજન્ટો કોઈપણ જાતનો ડર કે શરમ રાખ્યા વગર પોતાના મોઢે જ શિક્ષણને કેવી રીતે ધંધો બનીવી દીધો છે એના દાવા કરી રહ્યા છે,standard_gujarati
1620,બોર્ડની પરીક્ષા પૂર્વે હાઇ લેવલની મિંટિંગનો સિલસિલો શરૂ થઈ જશે,standard_gujarati
1621,સાંઈરામ ભાઈ તમારા નિરીક્ષણ ને સલામ છે યાર😂😂,kathiawari
1622,❤❤❤❤❤ ગુડ મોર્નીંગ સર થિન્કિંગ ખુબ ખુબ અભિનંદન ખુબ સરસ સુવિચાર નવા વર્ષ ના ખુબ ખુબ અભિનંદન ખુબ સરસ જોક્સ ગઢવી સાહેબ શુભ દિવસ શુભ કામનાઓ પુર્ણ થાય તેવી શુભેચ્છાઓ ❤❤❤❤❤❤,surti
1623,જા કોઈ ના સાલે ત્યાં ગુજરાતી સાલે ❤🎉,surti
1624,વાહ ધીરૂભાઈ વાહ❤❤❤❤❤,surti
1625,ખૂબ ખૂબ અભિનંદન વાહ વાહ માયા ભાઈ,charotari
1626,કામા ભાઈ નો સાચો પ્રેમ જુવો  #takatakjokes,surti
1627,એક નંબર ભાઈ..બસ ગુજરાતી માં આવા ગીતો દુનિયા માં વાગશે ભાઈ કડક..,surti
1628,આતો સાબરકાંઠા ની ભાષા હો ભાઈ જય સદગુરુદેવ,charotari
1629,"અમારી
દિલ્હી સ્થિત મુખ્ય શાખા દ્વારા દેશના કેટલાક શહેરમાં આ અભિગમ શરૂ કરાવાયો છે",kathiawari
1630,18: મિડલ ઈસ્ટમાં અમેરિકા અને ઇરાન વચ્ચે તણાવપૂર્ણ સ્થિતિ હવે  ચરમસીમાએ પહોંચતી દેખાઈ રહી છે,kathiawari
1631,અદભુત માયા તારી માયા,charotari
1632,તારા બાપ નો દાદો છે રામ મજાક નો ઉડાડાય બુદ્ધિ વગર ના,charotari
1633,"7 કરોડના ફંડ સાથે 25 બેડની બિલ્ડીંગ તૈયાર
કરવામાં આવશે",kathiawari
1634,"આ પરિયોજના કાર્યરત
થવા સાથે જ અત્યાર સુધી પાક",kathiawari
1635,જેથી રાજ્યના અનેક શહેરોમાં ઠંડીનું જોર વધ્યું છે,standard_gujarati
1636,ડ્રોન ટેકનોલોજીને પ્રોત્સાહન માટે રૂ,kathiawari
1637,નાણામંત્રીએ સતત પાંચમી વખત બજેટ રજૂ કરીને એક નવો વિક્રમ સ્થાપિત કર્યો હતો,standard_gujarati
1638,પહેલા બેસતા શીખો,charotari
1639,ભગવાન ને ફરિયાદ ના કરે એજ ભક્ત,charotari
1640,"સાથે જ, ધુમ્મસના કારણે રોડ ટ્રાફિક પણ ધીમો પડી શકે હોવાથી મુસાફરોને એરપોર્ટ જવા માટે વધારાનો સમય રાખવાની વિનંતી કરવામાં આવી છે",standard_gujarati
1641,વાહ કાઠિયાવાડ એરલાઈન ખરેખર ચાલુ થાવું જોઈએ હો ભાઈ ફૂલ મોજ,kathiawari
1642,વિષય ખોટો પસંદ કર્યો છે.,charotari
1643,"રાહુલ કોઇ જાતના આધાર -પુરાવા વગર વડાપ્રધાન મોદી પર આરોપો મૂકયે રાખે
છે, તેવું રિજિજુએ જણાવ્યું હતું",kathiawari
1644,આ પ્રોજેકટ સંસ્કૃતિ અને પ્રવાસનનો સંગમ ધરાવતો હાઇવે બની રહેશે,standard_gujarati
1645,"આથી, વાહનચાલકોને તમામ પ્રકારના વાહનોની અવરજવર માટે વૈકલ્પિક રૂટનો ઉપયોગ કરવો, ટ્રાફિક જામની સ્થિતિથી બચવા અગાઉથી આયોજન કરવું અને કામગીરીમાં સહકાર આપવા અપીલ કરવામાં આવી છે",standard_gujarati
1646,અમારી ભાષા અમને ગમે છે ખાખરાની ખિસકોલી આંબાનો સ્વાદ શું જાણે,charotari
1647,બસ આપડે હસતા જ રેવાનું બાકી ભાગવાન્ નું ભલે ગમે  એટલું  અપમાન કરે,charotari
1648,ભાવનગરમાં ભરશિયાળે મોસમનો માહોલ બદલાયો છે,standard_gujarati
1649,તમારા વિડિયો બહુ સરસ છે 😅😅😅😅😅😅,surti
1650,ખમ્મા મારા સુરતીલાલા ખમ્મા...😍 ( Love From Bharuch ♥️ ),surti
1651,શું ગુજરાત સરકાર કોઈ મોટી દુર્ઘટનાની રાહ જોઈ રહી છે,standard_gujarati
1652,જેમ તેમ વાહનો મૂકી રાખવામાં આવ્યા હોવાના કારણે પણ ગંદકીનું સામ્રાજ્ય ત્યાં જોવા મળ્યું છે,standard_gujarati
1653,હસી હસીને ગોટો વળી ગયા ભાઈ 😅😅😅😅😅,surti
1654,"સેમિ
ફાઇનલમાં મોહમ્મદ શમીએ પહેલા દાવમાં 8 વિકેટ લીધી હતી",kathiawari
1655,આ પ્રકારનો ઇમેઇલ આવતા પોલીસ દ્વારા બોમ્બ સ્ક્વોડ અને ડોગ સ્ક્વોડ દ્વારા તપાસ કરવામાં આવી હતી,standard_gujarati
1656,"ઈશિતાજીએ રાગના આલાપથી માંડીને
બંદિશ સુધી સુવ્યવસ્થિત અને ભાવસભર ગાયન રજૂ કર્યું હતું",kathiawari
1657,"આ ઘટના જ્યારે બની ત્યારે કેટલાક લોકાને આવતા જોઈને બન્ને
આરોપી ભાગી ગયા હતા",kathiawari
1658,માયા ભાઈ આવી વાતુ ના કરાય સંશકારી છો,charotari
1659,અમારે તો બધા જ વિષયની પરીક્ષા અપાવવી છે,standard_gujarati
1660,મને મજા બહુ પડી.,charotari
